0.12035,-0.01109,-0.02864,-0.00468,0.02997,0.03631,-0.00485,-0.05065,-0.06772,-0.09619,-0.03836,0.02739,0.05147,-0.03372,-0.00643,0.11052,0.02873,-0.01159,-0.00787,0.09648,-0.01581,-0.00299,0.06422,-0.06848,0.00033,0.10113,0.00333,0.04251,0.03183,0.01506,0.00346,-0.09745,-0.01074,0.05119,-0.08258,0.03518,-0.06433,-0.1014,-0.0527,-0.06018,-0.00233,-0.03931,-0.08818,-0.01571,0.02707,0.02865,-0.00786,0.01143,-0.07739,0.01224
0.03694,0.08708,-0.05091,-0.11852,0.01526,-0.0858,0.04803,0.01933,0.09232,-0.00734,-0.06373,-0.07129,-0.01479,-0.05375,0.00266,-0.0683,0.09652,0.03235,-0.04618,0.00958,-0.00153,0.02446,0.0268,-0.04248,-0.09162,0.02502,0.06356,0.0402,0.03808,0.04191,-0.06323,0.09259,-0.07207,0.00612,0.01767,-0.03483,0.02056,0.01303,0.06448,-0.01144,0.02592,0.01817,-0.04044,-0.00446,-0.01764,0.02711,0.01857,-0.02204,-0.02679,-0.04556
-0.04221,-0.01066,0.22707,0.01231,-0.03568,0.04511,-0.03087,0.11064,-0.02594,-0.02641,0.02583,0.03206,-0.03089,-0.06401,0.03422,0.02808,-0.05235,0.03381,-0.05175,0.01348,0.01025,-0.04991,-0.04456,0.00401,0.07358,-0.07111,0.14108,-0.00475,-0.00975,-0.0087,-0.00293,0.03057,0.02208,0.01781,0.0054,-0.05026,0.00076,0.05849,-0.01801,0.01398,0.00308,-0.02245,0.04201,-0.05939,0.00455,-0.01132,0.01118,-0.0361,-0.06143,-0.00672
-0.06719,0.01108,-0.03165,0.11752,-0.05597,-0.07032,-0.16927,-0.06514,-0.02682,0.08186,0.06212,0.02796,0.01944,-0.07234,-0.06384,-0.01138,0.00761,0.00741,0.0352,-0.07953,0.1065,0.03166,-0.08764,-0.0361,-0.0392,0.0417,0.03843,0.0163,-0.07301,-0.03039,-0.14679,0.01354,-0.00306,0.07969,-0.06754,-0.09754,0.01037,0.02051,-0.06705,-0.00342,-0.04003,0.02528,0.02363,-0.07834,0.05035,-0.03861,0.02327,-0.07196,-0.01624,-0.07877
0.02556,0.04988,-0.00921,-0.00803,0.0552,0.03139,-0.05421,-0.01744,-0.07812,0.03042,-0.03745,0.094,-0.03012,0.03274,-0.05933,-0.00823,0.07773,-0.06956,0.0101,0.06284,-0.10333,0.069,-0.03093,0.09588,-0.03524,0.00339,-0.02805,-0.03795,-0.04736,0.09348,-0.14723,0.06118,0.01782,0.00441,0.00858,-0.04312,0.01989,-0.0372,-0.01378,-0.03146,-0.06656,-0.00405,0.01654,0.00704,0.07225,-0.13961,-0.14806,-0.07094,0.01762,0.02981
-0.02204,-0.01054,-0.02306,-0.00489,0.07545,0.14876,-0.01561,0.03139,0.01142,0.00045,0.02741,-0.07269,-0.03159,0.03313,0.04552,0.01333,0.10011,0.05116,0.03839,0.02576,0.06899,0.00724,-0.05481,-0.01122,0.00094,-0.03007,-0.00513,0.00283,0.08934,0.08496,-0.01265,-0.01994,-0.003,0.04766,-0.00185,0.01497,-0.08667,0.1019,0.03104,0.07828,-0.04012,0.04718,-0.02593,-0.07434,-0.0512,0.01793,0.00701,-0.05741,-0.00539,0.03292
-0.08541,0.07651,0.04446,-0.00141,-0.0087,-0.03248,0.18883,-0.06178,-0.05178,0.01508,0.03098,-0.01005,-0.00916,-0.09788,0.05507,0.04141,0.053,-0.02341,0.02173,0.03195,0.0782,-0.06707,0.01691,-0.02398,-0.05302,0.03468,-0.0792,-0.01755,0.00098,-0.00762,0.07421,-0.04766,0.00887,-0.04063,-0.08803,-0.07122,-0.08325,0.06395,-0.01851,0.01764,0.05417,0.03303,-0.05601,-0.09486,0.02632,-0.00435,-0.03403,-0.03821,0.06797,-0.01443
-0.06595,0.03416,0.1124,-0.06199,0.005,0.04666,-0.0431,0.03606,-0.0023,0.03323,-0.052,-0.07163,-0.01437,0.02188,-0.00718,0.04658,-0.03103,0.05276,0.03867,-0.07649,0.06517,0.02244,0.05043,-0.02262,0.01817,-0.0212,-0.02887,-0.03849,0.00737,0.05526,0.00045,0.00407,0.0616,-0.11634,0.00664,0.0146,0.04325,0.07673,-0.04558,-0.00406,0.07776,-0.11179,-0.00054,-0.0659,0.01627,-0.03004,0.01914,-0.00395,-0.01204,0.0426
-0.04421,0.05433,-0.01878,-0.02113,-0.12475,0.07856,0.0018,0.01081,0.07435,-0.05517,-0.00712,-0.03125,0.05912,-0.00216,-0.05656,0.08108,-0.03896,0.01068,0.09768,0.07523,-0.05976,-0.09553,0.05228,0.05281,-0.01031,0.04773,-0.04903,0.03217,0.00464,-0.04215,0.06692,-0.08946,-0.01177,0.01221,0.01583,-0.02338,-0.01663,-0.04508,-0.01434,-0.02982,0.03343,-0.00411,0.03925,0.02553,0.04059,0.0637,0.02193,-0.03658,-0.03076,-0.00735
-0.08203,0.00279,0.00422,0.08289,0.01313,0.0008,0.01126,0.03201,-0.05263,0.06566,0.00421,-0.08437,0.09322,0.01473,0.03428,-0.07645,0.00588,0.03153,-0.00598,-0.03672,-0.07672,-0.00747,0.02938,0.08734,0.0502,0.02424,-0.10508,0.02476,0.02761,0.0173,-0.0217,0.03432,0.06239,0.02583,-0.01494,0.02536,0.03226,0.01083,-0.03439,-0.04141,0.0242,0.01795,0.00573,0.00258,-0.02167,0.00594,0.01566,0.00308,-0.03328,-0.03239
