-0.45892203,0.83521052,-0.53630747,-0.7846149,-0.59789502,-0.40493521,-0.39504696,0.12613387,-0.13920206,0.41467755
-0.17167813,0.11795491,-1.3897609,-0.89807609,0.83097157,1.43483293,-0.19456555,0.42685098,1.25953529,1.25416583
-0.96714317,-0.20685348,0.89862555,0.04667565,0.31911037,-0.22783668,0.5574895,0.65671556,-0.3470412,1.27081272
-0.10965839,0.43283588,-0.73846237,-0.24439867,-0.82830829,-0.48478306,0.65493389,-1.04770259,-0.39460646,-0.02011939
0.30113155,-0.89805634,-0.34310153,0.42023895,-0.19549021,-1.31350946,0.02880103,0.20009013,0.04494457,0.30648134
0.5770296,-0.23207849,-0.85882758,0.78618456,-0.35885454,0.63549842,0.26673175,1.02699598,0.31603789,0.45666709
0.11608394,-1.15723475,0.41108753,-0.0911503,0.30607728,-0.17331826,-0.76751519,1.18850615,0.12474208,-1.46472901
-0.30037665,1.19235397,0.25844038,-0.7757394,1.36486673,0.44048237,0.46477021,-1.03476835,0.60382354,0.41046772
0.46946923,-0.50216742,-0.92407376,-0.52438247,-1.03779181,-0.27695584,0.59514268,0.05853702,0.22250629,0.55847651
0.11340107,-1.49778532,0.49998149,-0.73780481,0.75533614,-0.224318,1.04628941,0.49432986,0.11250018,-0.66855568
-0.67749581,0.15961512,0.15391265,-0.58211808,-0.71613514,0.85931711,0.11050338,-0.28302466,-0.31238498,0.31685616
-0.43786006,-0.00891045,0.54702657,1.1520269,-0.99700291,-1.23551538,-0.33392845,-0.0424888,0.31033401,0.14228559
0.07457638,0.89846706,0.35293816,-0.28073906,-1.26569865,-0.18872279,0.12616982,-0.30702023,0.32846047,-0.79298156
0.0792718,1.0582167,-0.41471972,-1.21546849,0.52399451,0.76911687,0.53504658,1.15236765,-0.97226714,-0.7438838
0.19733179,0.53180074,-0.18402945,-0.01837997,0.06839409,0.10192452,1.31253789,0.77805426,-0.25746267,0.3337498
-0.99333127,1.85899637,0.57949457,-1.02064549,-0.35336189,-0.36625231,-1.27473441,0.6989292,-0.25509074,0.80091118
-0.08063272,0.08345003,0.70688826,-0.25290307,-0.03890942,0.17073544,-1.93406457,0.13683512,-0.1028102,1.02854036
0.69036863,0.09262435,-0.25763945,-0.06598171,0.34634549,0.99096158,-0.19390511,0.47787442,0.13476096,0.47401835
0.24318384,0.26852237,0.76999636,0.70347166,0.1475092,-0.28226839,0.35780381,-0.09034241,-0.18025625,-0.05518498
0.93881382,0.47431769,-0.48911629,-0.03480269,-0.23103368,0.21442893,1.45416531,1.20716639,0.36114896,-0.13271609
0.07311442,0.18705899,0.03874884,0.15644886,0.06435084,-0.10614768,-0.39689661,-1.27221594,-0.33285453,-0.63822628
0.4897873,0.09537551,-0.75574151,-0.11850549,-0.32730843,-0.89347484,0.2972635,-0.22932955,0.94829835,0.85818952
0.10853352,-0.63920325,-0.66350085,0.30680702,-0.10829573,0.28456651,-0.46142424,-1.38429651,0.0478663,-0.0334603
-1.6690489,0.31396113,-0.22980225,0.06873496,0.78828653,-0.81816679,-0.33637962,0.36952337,0.62730535,0.01170124
0.42180973,0.59120613,0.21530899,0.81693732,-1.11122817,1.15716475,0.39232503,-0.413963,-0.36093833,0.34839307
1.00430236,-0.84143014,-0.65650918,0.92599343,0.08156185,1.99978736,0.19381695,0.08180347,-0.75686445,-0.50183517
-0.37205425,1.11594067,0.40915725,0.40911286,-1.00607563,-0.13462749,0.1315384,1.0493426,-0.48045727,-0.37481004
0.01784159,-0.80300415,0.50554795,-0.43617417,-0.67561006,0.0958557,0.45111205,-0.25949176,0.75053004,0.03986494
0.2500556,-0.06536513,0.4514133,-0.61020462,-0.62681179,-0.8649089,-0.13126935,-1.2165839,0.10734213,0.5773581
