-0.02898,-0.00466,0.00573,0.02633,-0.00813,0.01023,0.01006,0.00102,-0.00728,0.01024,0.00959,-0.00284,0.01039,0.00215,-0.01284,0.00801,0.00978,-0.01701,0.00101,-0.0097,0.01984,-0.00103,-0.0007,0.00119,-0.03016,-0.00798,-0.00293,-0.00779,-0.00069,-0.00801,-0.00549,0.00355,-0.00199,-0.00573,-0.00892,-0.00068,-0.01249,0.0103,0.01159,0.00508,0.01211,0.01769,-0.01934,-0.00604,0.00274,-0.0028,-0.01339,0.00329,0.01826,0.01018
-0.00601,0.00419,0.0147,-0.00302,-0.02361,0.00207,-0.00605,-0.0017,0.01284,-0.01365,0.00503,0.00147,0.01435,-0.0166,0.00722,0.02862,-0.00865,0.00658,0.00784,0.00198,0.0172,-0.01677,0.01308,-0.01267,0.0055,0.01208,0.01557,-0.00858,-0.00446,-0.00754,0.01166,-0.01017,-0.00772,-0.00891,0.00659,-0.00471,-0.0082,0.00807,-0.00649,-0.0069,0.01752,-0.00935,-0.00341,0.01828,-0.01013,0.02497,0.02123,-0.00777,-0.00066,0.00727
-0.0222,0.00762,0.0326,-0.00011,-0.00269,0.00308,-0.00174,0.0157,-0.01655,-0.00589,0.01385,0.01888,-0.01792,0.00579,-0.00461,0.00953,-0.00076,-0.00285,-0.02596,-0.00343,-0.00313,-0.00557,-0.00215,0.00018,0.00063,-0.01292,-0.00318,0.00738,-7e-05,-0.00212,-0.0007,0.01368,0.00325,-0.00501,-0.0006,0.00072,-0.00785,0.0142,-0.00757,0.01018,0.01824,0.01605,-0.00381,-0.02861,0.01208,-0.01343,-0.00492,-0.00182,-0.02025,0.00495
0.01216,-0.00915,0.00624,0.01802,-0.01447,-0.01024,0.00181,-0.01742,-0.00721,0.01219,0.021,-0.00028,-0.01263,-0.0069,-0.00453,0.00367,0.00476,-0.00808,-0.0059,-0.02179,-0.00264,0.0203,0.00159,-0.01834,-0.00123,0.01126,0.01156,0.01011,-0.00331,-0.01738,0.00183,0.00106,0.0016,0.004,-0.0015,-0.00791,0.02225,-0.01284,-0.01775,-0.00774,-0.00423,-0.0067,0.01495,0.01275,0.01488,-0.00696,-0.01197,0.00581,0.00218,-0.01549
-0.01173,0.0034,0.00837,0.0123,0.02167,-0.00448,-0.02669,0.003,0.00819,0.00069,-0.00603,0.02016,0.01127,0.00484,0.00933,-0.01764,-0.00399,-0.00691,-0.0055,0.00064,0.00786,-0.00765,-0.00915,-0.00454,0.01873,-0.00768,0.0041,0.00451,0.0004,-0.01717,-0.01512,0.00175,0.00536,0.01425,0.00388,-0.01414,-0.01066,0.00579,0.00299,0.00419,-0.00498,-0.02897,0.00862,-0.013,0.012,0.01777,-0.00669,-0.00813,0.00109,0.00136
0.01961,0.00106,0.01263,0.00293,-0.00709,0.00118,0.00882,-0.00362,0.01049,0.00362,0.00389,-0.01058,-0.00705,-0.02283,0.00397,-0.01256,0.00878,0.00013,-0.00425,0.0044,0.01098,-0.01187,0.00372,0.01036,0.00018,-0.01218,0.00428,0.00732,0.00564,0.007,0.00832,0.0019,-0.00222,-0.01133,-0.01012,-0.00194,0.0058,0.00888,0.00453,-0.00343,-0.01185,-0.01465,-0.0163,-0.01437,-0.00406,0.01386,-0.00886,-3e-05,0.01261,0.01254
-0.00133,-0.00521,-0.00013,0.02461,0.00663,-0.02632,-0.01374,0.00532,-0.00175,0.00185,0.01006,0.00918,-0.00096,-0.00197,-0.01379,0.00256,-0.01457,0.00645,-0.00743,-0.00195,-0.00649,-0.01732,0.00115,0.01393,0.00645,-0.01798,-0.00183,-0.01553,-0.00396,0.00986,0.01416,-0.004,1e-05,0.01368,0.00555,-0.00087,-0.00633,0.01509,0.01146,-0.00682,-0.01854,-0.00191,-0.00835,0.00659,-0.00164,-0.02112,0.02692,-3e-05,0.00648,0.00328
-0.0024,-0.00769,0.0105,0.01269,0.00957,0.02422,0.02176,0.01375,-0.0119,-0.00901,-0.01107,-0.01043,-0.01464,0.00706,-0.0034,0.00671,0.0005,-0.00629,-0.00404,0.01274,-0.00291,-0.0026,0.00446,-0.01666,-0.00269,-0.01783,-0.01463,-0.00338,0.00203,-0.02498,0.00726,-0.01037,0.00084,0.00552,-0.00028,0.00797,-0.00223,0.00718,-0.01143,-0.0033,-0.00785,-0.02264,-2e-05,-0.01014,-0.00404,-0.00843,-0.02767,0.00476,0.00034,0.02935
-0.00614,0.02692,-0.00306,0.01823,-0.01067,0.01489,0.01206,0.01065,-0.00424,0.0027,0.00703,-0.01404,-0.00784,-0.0154,0.00607,0.00349,0.02263,0.01065,-0.00902,-0.01056,0.00095,0.0204,-0.00093,-0.00634,-0.01658,0.00652,0.01459,0.00728,-0.00726,0.00046,-0.01025,0.00547,-0.00368,0.00886,-0.01095,-0.01206,-0.01081,0.01145,-0.00097,0.01725,-0.00452,0.01446,-0.01573,0.00787,0.00993,0.00025,0.01149,-0.01716,-0.01419,0.0031
-0.01234,0.0107,-0.0072,-0.00729,0.0048,0.00889,-0.0037,-0.01641,0.00667,0.02104,-0.00957,0.01314,-0.01378,-0.00313,-0.00269,-0.00368,-0.00131,0.00096,-0.01062,0.01284,-0.0099,0.00354,0.00144,0.01559,-0.00784,0.01118,-0.02382,-0.00705,-0.00816,0.00406,-0.00638,-0.008,0.00829,-0.00092,0.0188,-0.01636,-0.00889,0.00279,-0.01187,0.01045,0.00392,-0.00066,0.00148,-0.00154,-0.0112,0.00484,-0.00056,0.00953,0.01093,-0.00346
