-3e-05,0.04456,0.03521,0.00909,0.0314,-0.02345,-0.00389,-0.03083,0.00545,-0.00441,-0.0107,-0.00567,-0.00222,0.03465,3e-05,-0.00446,-0.00509,-0.00054,0.01046,0.01404
0.0112,0.0306,-0.01162,-0.01892,0.03148,-0.0159,-0.0187,0.00534,-0.00757,-0.0532,-0.02395,-0.00498,0.0216,-0.0029,0.03545,-0.01248,0.03564,0.00015,0.0011,-0.00554
-0.00856,-0.00999,0.16633,0.05155,-0.018,-0.04537,-3e-05,0.01121,0.03577,0.07855,-0.03415,0.01845,-0.04203,0.02807,-0.0364,-0.00636,-0.05373,0.01081,0.03423,-0.01086
-0.00471,-0.01093,0.02678,-0.0269,0.00041,0.0016,-0.01176,0.00902,0.0131,-0.04416,0.0024,-0.01371,-0.01517,-0.02003,0.04048,-0.00716,0.03017,-5e-05,0.00029,0.00697
0.00383,0.02948,0.00541,-0.02456,0.0394,-0.00607,0.01041,-0.01904,0.01474,-0.06049,-0.01815,-0.02416,0.00208,0.04848,0.05807,0.00898,0.04122,-0.0014,0.00662,0.02683
-0.00312,-0.05919,-0.02834,-0.03435,-0.03728,0.02708,-0.00326,0.04861,0.00392,-0.02894,0.01179,-0.00077,-0.01199,-0.06478,0.03379,-0.00221,0.0308,0.00651,-0.00743,-0.01233
-0.0008,0.03057,0.01651,-0.0127,0.0249,-0.00965,-0.03621,0.00962,0.00793,-0.0509,-0.00452,-0.012,0.00583,-0.05133,0.02911,-0.03735,0.01958,-0.00697,0.00013,-0.01883
-0.00047,0.05835,-0.03957,-0.00143,0.0393,-0.00164,-0.02046,-0.03031,-0.01005,-0.03117,0.01236,-0.01334,0.01964,-0.01474,-0.00064,-0.02215,0.00077,-0.01024,-0.00585,0.00129
-0.0014,-0.01016,0.01172,-0.0251,0.00195,0.00583,-0.02979,0.0388,0.01656,-0.056,-0.00191,-0.00931,-0.00123,-0.07567,0.04698,-0.03536,0.03311,-0.0049,-0.00366,-0.03031
0.00347,-0.02114,0.02632,0.00501,-0.01506,-0.00724,-0.02609,0.04623,0.00373,-0.00042,-0.01489,0.01491,0.00611,-0.06205,0.0021,-0.02793,0.00185,-0.00012,-0.0006,-0.04385
0.0001,-0.11828,-0.0006,-0.0018,-0.08641,0.02479,0.00068,0.09508,-0.00029,0.0471,-0.00125,0.03419,-0.01245,-0.0842,-0.01155,0.0039,-0.00437,0.01268,-0.00905,-0.05008
-0.00088,0.03756,0.04961,0.03248,0.02096,-0.02276,-0.0201,-0.0221,0.0013,0.02044,-0.00556,0.00364,0.00886,0.00654,-0.03198,-0.02236,-0.03015,-0.01099,0.0037,-0.01382
-0.00408,0.03366,0.03529,-0.02153,0.03468,-0.01318,0.02068,-0.05105,0.01552,-0.04005,-0.00517,-0.02685,-0.02168,0.08161,0.04001,0.02214,0.02507,0.0049,0.01674,0.05802
0.00185,0.05438,0.0298,-0.02246,0.05505,-0.021,0.05075,-0.07988,0.01608,-0.03639,-0.01852,-0.03193,-0.02072,0.161,0.05004,0.05487,0.03344,0.00856,0.02018,0.09021
0.0031,0.04614,-0.03817,-0.0175,0.04507,0.00505,0.00565,-0.03374,0.0015,-0.05272,0.00123,-0.02528,0.01634,0.0351,0.03523,0.00238,0.02668,-0.00953,-0.00438,0.02179
0.00683,0.00746,-0.06782,-0.0173,0.0111,0.01086,0.02427,-0.03215,-0.02426,-0.01603,0.00519,-0.00761,0.0162,0.06419,0.00641,0.03948,0.02092,0.00079,-0.01059,0.04062
0.00223,0.04812,-0.00293,0.00977,0.03578,-0.01272,0.0117,-0.05626,-0.00863,-0.00028,-0.00054,-0.00953,0.01016,0.07376,-0.01129,0.0161,-0.00638,-0.00561,0.00165,0.0334
0.00212,0.04659,-0.03603,0.03141,0.02349,-0.00259,-0.01439,-0.0204,-0.01549,0.02087,0.00615,0.00349,0.02976,-0.00964,-0.04213,-0.01867,-0.03297,-0.01291,-0.00767,-0.01817
-0.00504,0.05406,-0.00637,0.02791,0.02618,-0.00551,-0.02024,-0.02025,0.00135,0.01362,0.01216,-0.00248,0.01103,-0.03153,-0.0315,-0.03289,-0.03397,-0.01136,-0.00083,-0.01909
0.00554,-0.02438,-0.10022,-0.00129,-0.02087,0.02762,0.03045,-0.01552,-0.0354,0.02927,0.02017,0.00894,0.02011,0.03785,-0.03209,0.0423,-0.0063,0.00136,-0.01844,0.02234
