0.67201,0.50518,0,-0,0.04888,0.27154,1.4339,-0,-0.77161,0,-0.21717,1.73787,0.75954,-2.03786,-1.45471,0,0,-0.63028,0.53488,-1.34674,-1.46646,0,-0,0.8551,0.04409,0,0.61293,-0.48362,-1.17348,-0,-1.3377,-0,0,-0.57933,0.39883,0.58951,-1.11315,-0.17267,-1.2559,-1.12959,-0.13003,1.63288,-0.76492,-0.37521,-0.96559,-0,-0,2.09983,-0,0.12707
-0,-0,-0.48701,0.09028,-0.21252,1.02922,0,-0.11385,-0.55162,-0,0,0,0.46446,0.74299,0.74663,0.58539,1.30147,-0,-0.97434,-0.39792,0,-0,-0.29515,-0.98633,0.0282,-0,2.49521,-1.41516,-0.11321,-0,0.46924,0.52564,0.99122,1.48133,1.59701,-0.28631,-1.73848,0.01383,-1.58293,-0,0.58901,0.39426,0,-0,1.02386,-0,0,0.61883,0.94796,0.60109
1.1917,-0,-0.37734,-0.1328,0.24976,0,-0,-0,-0.08866,-1.35731,0,-0.22461,-0.58926,-0.1983,-0.31213,0,0.08548,0.05811,-0.22726,-0.46961,0,-0,0,0.91254,0.82406,0.84575,-0.54781,-0,-0.17432,-0.09888,0.58373,0.80684,0.16664,0,0.08227,-0,-1.14233,-0.56617,-0.02595,-0.41213,0,-0.15806,-0.11376,-0.0831,0.49595,-0.11764,-1.58304,-0.1857,0.81118,-0
-0,1.3761,0.25375,1.66005,-0.4686,-0.17622,0.48298,0,1.56123,0,0.17769,0.92392,-1.33032,-1.89047,0.5879,0.23239,-0.49321,-0.33914,0,-0.42571,-0,-0.92055,0,0.85828,-0,-0,1.53816,2.93898,-0.86759,-0.82425,0.22896,-0.63838,0.29231,2.13748,0.9842,0,0,-0.21489,-0.30171,-0,0,1.25941,1.09805,-0,-0.80103,-0.10425,-0,-1.52815,-0,-0.39776
1.25776,-0.72965,-0.7133,0,0,-0,-0,-1.19409,0.67248,0,0.51431,0.01949,0.07118,0,1.72101,0,-0.10229,0.41834,2.41489,0,0.03472,1.17194,-1.40825,0.13091,-0,0.85564,1.45238,1.41107,0,-0.86421,0.67088,0,1.61161,-0.15314,-1.25811,0.47079,0.57177,-0.78734,0.88843,0.62676,0.70906,0.46779,0.27361,0.57144,1.38209,-0.05839,-0.64551,1.5548,-0,0.65792
-1.49816,-1.23944,0.33161,0,0.96508,0.18118,-0.55583,-1.03172,0.2925,-1.39072,-0,0,-2.09465,0.63798,-2.03495,0.56305,0.1299,-1.42419,0.08574,-0.10078,1.01554,1.0201,-0,0.15253,-0.18758,1.36738,-0,-0.82034,-0.74122,-1.16354,0.78624,0.96028,0,0.29464,-1.66956,-0.47534,-0.44991,0.47962,-0.78124,0,-0.30097,1.60773,1.08913,0.12593,-0.88132,1.72886,0,-0.25457,0.86431,1.5479
1.08209,0.78758,1.64802,0.59233,0.33131,0.07238,-0.0955,-1.19479,1.36599,-0.43616,-1.49561,-1.16539,1.16545,-0,0.07269,-0.97153,0.57877,-0,-0,-0.80996,-0,0.31951,-0,0.4827,1.20624,0.13871,-1.4454,-0,0.09682,-0,-1.05814,1.22982,-0,-0,0.22182,-0.14046,0.32243,-1.08063,1.54085,0.81065,0.80642,-0.05229,-0.7723,-2.17988,0.94359,0.48417,1.41797,1.06715,0.95997,-0.61195
-0.41775,-0,-0,-0.82986,-0,0,2.77655,1.0776,0.49877,1.44162,-0.67961,0.03742,1.52661,0.3411,-0.46034,-0.88687,-0,-0,-0.05576,-0.16055,0,0.09786,1.09975,-0.00615,-1.57656,0.20443,0,-0,0.85224,-0,1.5266,1.1001,0.09816,-0.6548,1.47056,-0,0,0.49605,0.20983,-0.08934,-1.69979,-0.80537,1.30764,0,0.01974,0.5417,-0.52283,0.33593,0.42107,-0.98433
-0,0,-0,-0.48747,0.37209,-1.50824,-0.00015,0,-0.5792,0.84494,-0.7034,-0.42739,-0.65515,-0.76306,-1.52564,-0,-0.79204,-0,-0,0.12987,-1.23835,0.01455,0.38142,0.97551,-0,-0.1971,-0.26891,0.86516,2.1474,-0.83944,0,-1.7242,0,0.01727,0.46628,0.55662,-0,-0,-0.09826,-0.85684,0.06261,1.02931,0.71875,-1.16314,-0,0,-1.28435,-0,0,1.86547
1.28217,-0,0,0.52203,-0.83896,-0.64312,-1.26813,-0.38162,0.32653,-0.39345,-0,-0.97797,-0.31636,0.2136,1.83058,-0,-0.84043,-0.79179,-0.54476,0,-1.20342,-0,-1.63538,1.01866,-0,0.80676,-0,-0.8234,-1.13425,0.72515,1.003,1.51417,-1.16703,-0.06757,0.32758,0.95433,1.48253,1.36939,-0,-0,-0,0,1.14683,-1.16085,-0.30528,0,0.74253,1.40178,-0,0
